ID,Title,Section,Type,Priority,Preconditions,Steps,Expected Result,EMVCo Reference,Business Rule,API Endpoint,Expected HTTP
TC-TVT-050,TC-TVT-050 Security - Duplicate token request idempotent,TC-H Security and Fraud Controls,FUNCTIONAL,Medium,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD"",
  ""idempotencyKey"": ""unique-request-123""
}
3. Verify HTTP response code 200
4. Validate response body structure and fields","HTTP 200, same token returned, no new allocation.",Section 4.3.4.,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,200
TC-TVT-051,TC-TVT-051 Security - Brute-force token enumeration rate limited,TC-H Security and Fraud Controls,SECURITY,Critical,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/detokenize
2. Request body: {
  ""tokenValue"": ""1111111111111111"",
  ""tokenRequestorId"": ""99850031692""
}
3. Verify HTTP response code 429
4. Validate response body structure and fields","HTTP 429 after threshold, rate limiting enforced.",Section 8.1.,,POST http://10.88.250.40:40020/tvm/api/tokens/detokenize,429
TC-TVT-052,TC-TVT-052 Security - Manipulated Luhn check rejected,TC-H Security and Fraud Controls,SECURITY,Critical,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/detokenize
2. Request body: {
  ""tokenValue"": ""6399960312345670"",
  ""tokenRequestorId"": ""99850031692""
}
3. Verify HTTP response code 400
4. Validate response body structure and fields","HTTP 400, error: INVALID_TOKEN_FORMAT.",Section 3.2.,,POST http://10.88.250.40:40020/tvm/api/tokens/detokenize,400
TC-TVT-053,TC-TVT-053 Security - Expired JWT/OAuth in header,TC-H Security and Fraud Controls,SECURITY,Critical,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 401
4. Validate response body structure and fields","HTTP 401, unauthorized.",,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,401
TC-TVT-054,TC-TVT-054 Security - Missing authorization header,TC-H Security and Fraud Controls,SECURITY,Critical,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 401
4. Validate response body structure and fields","HTTP 401, missing credentials.",,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,401
TC-TVT-055,TC-TVT-055 Security - SQL injection in PAN field,TC-H Security and Fraud Controls,SECURITY,Critical,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345'; DROP TABLE tokens;--"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 400
4. Validate response body structure and fields","HTTP 400, input sanitized and rejected, no DB impact.",,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,400
TC-TVT-056,TC-TVT-056 Security - Token Assurance Level returned,TC-H Security and Fraud Controls,FUNCTIONAL,Medium,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD"",
  ""identificationAndVerificationMethod"": ""APP_TO_APP""
}
3. Verify HTTP response code 200
4. Validate response body structure and fields","HTTP 200, tokenAssuranceLevel field present with appropriate level.",Section 4.5.,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,200
TC-TVT-057,TC-TVT-057 Boundary - First token of quarter range,TC-I Boundary and Capacity Tests,BOUNDARY,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960311100000"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 200
4. Validate response body structure and fields","HTTP 200, token at BIN_START, remaining = capacity - 1.",,R2,POST http://10.88.250.40:40020/tvm/api/tokens/provision,200
TC-TVT-058,TC-TVT-058 Boundary - Last token of quarter range,TC-I Boundary and Capacity Tests,BOUNDARY,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960319000000"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 200
4. Validate response body structure and fields","HTTP 200, token at BIN_END, remaining = 0 after.",,R3,POST http://10.88.250.40:40020/tvm/api/tokens/provision,200
TC-TVT-059,TC-TVT-059 Boundary - Allocated = capacity (exhausted),TC-I Boundary and Capacity Tests,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960319000001"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 422
4. Validate response body structure and fields","HTTP 422, error: TOKEN_RANGE_EXHAUSTED.",,R3,POST http://10.88.250.40:40020/tvm/api/tokens/provision,422
TC-TVT-060,TC-TVT-060 Boundary - Concurrent requests at range boundary,TC-I Boundary and Capacity Tests,PERFORMANCE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960315000000"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD"",
  ""concurrencyTest"": true
}
3. Verify HTTP response code 
4. Validate response body structure and fields","Exactly 5 succeed, 5 return TOKEN_RANGE_EXHAUSTED. No over-allocation.",,R3,POST http://10.88.250.40:40020/tvm/api/tokens/provision,
TC-TVT-061,TC-TVT-061 Boundary - Remaining capacity decrements correctly,TC-I Boundary and Capacity Tests,FUNCTIONAL,Medium,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send GET request to http://10.88.250.40:40020/tvm/api/token-range?requestorId=99850031692&issuerId=237d9188de9144e5806abf95441fce5b&binId=d2d1adf80a1045359033de945b60e48g
2. Verify HTTP response code 200
3. Validate response body structure and fields","HTTP 200, remainingCount field accurately reflects allocation.",,R5,GET http://10.88.250.40:40020/tvm/api/token-range?requestorId=99850031692&issuerId=237d9188de9144e5806abf95441fce5b&binId=d2d1adf80a1045359033de945b60e48g,200
TC-TVT-062,TC-TVT-062 Boundary - Partial utilization does not block future issuance,TC-I Boundary and Capacity Tests,POSITIVE,Medium,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960315500000"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 200
4. Validate response body structure and fields","HTTP 200, token issued successfully from remaining capacity.",,R5,POST http://10.88.250.40:40020/tvm/api/tokens/provision,200
TC-TVT-063,TC-TVT-063 Error - ACCOUNT_NOT_ELIGIBLE,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960300000001"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 422
4. Validate response body structure and fields","HTTP 422, body contains errorCode, errorMessage, traceId, timestamp.",,R1,POST http://10.88.250.40:40020/tvm/api/tokens/provision,422
TC-TVT-064,TC-TVT-064 Error - TOKEN_RANGE_EXHAUSTED,TC-J Error Handling and Response Codes,NEGATIVE,High,Exhaust the Q2 range.,"1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""0627"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 422
4. Validate response body structure and fields","HTTP 422, body contains errorCode, errorMessage, traceId, timestamp.",,R3,POST http://10.88.250.40:40020/tvm/api/tokens/provision,422
TC-TVT-065,TC-TVT-065 Error - EXPIRY_QUARTER_MISMATCH,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": ""6399960312345678"",
  ""panExpiry"": ""1228"",
  ""tokenRequestorId"": ""99850031692"",
  ""tokenType"": ""CLOUD""
}
3. Verify HTTP response code 422
4. Validate response body structure and fields","HTTP 422, body contains errorCode, errorMessage, traceId, timestamp.",,R4,POST http://10.88.250.40:40020/tvm/api/tokens/provision,422
TC-TVT-066,TC-TVT-066 Error - BIN_RANGE_OVERLAP_DETECTED,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/token-range
2. Request body: {
  ""tokenRangeSetupList"": [
    {
      ""expiry"": {
        ""quarter"": ""Q2"",
        ""year"": 2027
      },
      ""lowerLimit"": ""9100000"",
      ""upperLimit"": ""9999999""
    }
  ],
  ""requestorId"": ""99...
3. Verify HTTP response code 409
4. Validate response body structure and fields","HTTP 409, body contains errorCode, errorMessage, traceId, timestamp.",,R6,POST http://10.88.250.40:40020/tvm/api/token-range,409
TC-TVT-067,TC-TVT-067 Error - INVALID_TOKEN_FORMAT,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/detokenize
2. Request body: {
  ""tokenValue"": ""ABCDEFGHIJ123456"",
  ""tokenRequestorId"": ""99850031692""
}
3. Verify HTTP response code 400
4. Validate response body structure and fields","HTTP 400, body contains errorCode, errorMessage, traceId, timestamp.",Section 3.2.,,POST http://10.88.250.40:40020/tvm/api/tokens/detokenize,400
TC-TVT-068,TC-TVT-068 Error - TOKEN_DOMAIN_VIOLATION,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/authorize
2. Request body: {
  ""tokenValue"": ""{ecommerce_token}"",
  ""cryptogram"": ""{tavv}"",
  ""domain"": ""IN_APP"",
  ""merchantId"": ""123456789012345""
}
3. Verify HTTP response code 403
4. Validate response body structure and fields","HTTP 403, body contains errorCode, errorMessage, traceId, timestamp.",Section 7.2.,,POST http://10.88.250.40:40020/tvm/api/tokens/authorize,403
TC-TVT-069,TC-TVT-069 Error - Response structure validation,TC-J Error Handling and Response Codes,NEGATIVE,High,"Vault created, issuer onboarded, BIN and account ranges configured.","1. Send POST request to http://10.88.250.40:40020/tvm/api/tokens/provision
2. Request body: {
  ""pan"": """",
  ""panExpiry"": """",
  ""tokenRequestorId"": """"
}
3. Verify HTTP response code 400
4. Validate response body structure and fields","HTTP 400, response body MUST contain: errorCode (string), errorMessage (string), traceId (UUID), timestamp (ISO-8601).",,,POST http://10.88.250.40:40020/tvm/api/tokens/provision,400
